water_temp,nutrient_conc,zoo_biomass,algae_biomass,dissolved_oxygen
-0.5662073055328525,-1.3090513101033208,-0.5685303600984599,-0.4432171051989733,0.6355548965434181
-0.9247074874856843,-1.5802523037520895,-1.4204627385786415,-0.9407863109971422,1.3197680230446507
-1.639871477693906,-2.3926603474943873,-0.7887875932169218,-1.1348321492448399,1.7772966168254505
-0.7915173008932774,-0.842185608176079,0.5038967493575623,-0.9499838313011398,1.6076970155945185
0.5363661430693915,0.583874710731928,-0.7464168274782965,-0.06117512026330074,-0.13143776596602805
0.3517112256857873,0.4329019633733309,-0.765300169332352,0.4309223796232256,-0.6411155042108936
-0.46085715991639487,-0.4092645686179608,0.5491601983966204,-0.17037115652072965,0.8983902639417357
0.335538774063151,0.23958683651085488,0.32180339159145877,0.13957825002950205,-0.6280472089902539
0.5044722097001259,0.0798951599130488,-1.7878644747698202,0.8847194135812373,-2.2481492492535877
0.4798032187111542,1.0044948778111724,1.4879240955288622,0.13400656742384054,-0.26179047833949337
0.8384911839820995,1.490204846319843,0.44175697795620095,0.4453883092403511,-1.1147735233175855
-1.335321551041143,-0.05900719229750262,-0.23999772424594873,-0.8403791218503693,1.17836346242997
0.7831512103556784,-0.01843341130544285,0.19692552819184989,0.19179021721311118,-1.3071248714792343
0.9893133354336733,-0.17152931241091696,-1.595928369387287,1.228329151122968,-1.2462845681091133
0.17136356344302836,0.09291652738466843,-1.1585621302394533,1.4685245948449817,-0.7299262481578972
-1.3111048047821996,-0.6962960508486115,0.373536867282399,-1.0392490142819109,1.2482358260277895
-0.4587773475519879,-0.5048237393138552,-0.23632048857783555,-0.13438971374072373,0.557799221197145
-1.2270669137016785,-1.635915405571192,-1.1474421731259086,-0.7232094942664992,1.9837526882834486
2.3800601502619823,1.2757427093597986,0.6490129800652673,1.9833342707727377,-2.057997671680737
0.6370701504511417,1.1796300372417834,-0.043124213081124185,1.6254877474350515,-1.8395629184894078
-1.4117468077124993,-2.294314078116532,0.6647092130758764,-2.035105595477322,2.152618428939028
-0.13693976503170988,-0.11546414530951918,1.0290640385584628,-1.6255354953767998,1.2513765511108714
0.05022514271656899,0.28308071830240694,0.3164102402605137,-0.028259045489906372,-0.2726270822565394
0.43980086344761393,0.6477391953452051,-1.0349320612504784,0.5451723986535069,-0.8394869404643305
-0.3903410265295064,1.0923274535835947,0.7922792093333307,-0.13186667585903322,-0.6089517209663191
0.4881290935568525,-0.09856701107100507,-0.737868336299874,0.6294860684987469,-1.0974882385410571
0.2286539259860658,-0.08288926432249832,0.43651689131808546,-0.08219154548996781,-0.7082618617374039
-0.6962215419875173,-0.45881746803671997,-0.9328220339722515,-0.2765141705568025,0.355356717517771
0.3372155406086535,-0.30488257249322004,1.1617878186724653,-0.605786567971833,0.3559423710364032
